Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LTC,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,Status
753,Refinance,Residential,1,71.21%,0.00%,0.00%,10.50%,41125,1.00%,0.00%,Suburban,Low,Value-Add,No,760-850,Excellent,$41-100 Million,Experienced,A,11,10
754,Refinance,Residential,1,69.00%,62.42%,93.24%,10.00%,13783.33,1.00%,1.25%,Suburban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,11,1
755,Refinance,Mixed Use,8,75.00%,66.36%,63.48%,9.75%,5931.25,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Experienced,B+,14,1
756,Refinance,Land,0,50.00%,54.79%,67.59%,13.00%,2166.67,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
757,Refinance,Land,0,50.00%,54.79%,85.71%,13.00%,2166.67,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
758,Refinance,Multi-Family,18,70.00%,0.00%,70.00%,9.75%,5403.13,2.00%,0.75%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$200 Million +,Experienced,A,10,1
759,Refinance,Residential,1,62.39%,63.59%,75.89%,9.75%,3022.5,2.50%,0.50%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Moderate Experience,B+,15,1
760,Purchase,Residential,1,77.50%,60.00%,80.00%,9.75%,3900,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
761,Purchase,Residential,4,79.05%,67.02%,71.51%,10.25%,10677.08,2.00%,1.25%,Urban,Low,Value-Add,No,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,1
762,Purchase,Residential,2,80.00%,56.80%,85.54%,10.00%,1183.33,2.11%,1.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,5
763,Purchase,Mixed Use,2,74.86%,62.33%,74.80%,10.00%,1558.33,2.00%,1.00%,Urban,Low,Value-Add,Yes,700-759,Good,$101-200 Million,Very Experienced,A,8,5
764,Purchase,Mixed Use,3,78.67%,66.18%,82.17%,10.00%,1516.67,2.00%,1.00%,Urban,Low,Value-Add,Yes,700-759,Good,$101-200 Million,Very Experienced,A,8,5
765,Purchase,Residential,2,51.43%,0.00%,80.00%,10.00%,7500,1.00%,1.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Experienced,A,8,1
766,Refinance,Multi-Family,48,50.00%,14.04%,29.41%,13.00%,13000,4.25%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,8
767,Purchase,Residential,2,75.00%,56.84%,79.89%,9.50%,3554.58,1.00%,0.50%,Urban,Low,Value-Add,No,700-759,Good,$10-40 Million,Experienced,A-,12,1
768,Refinance,Residential,2,69.33%,67.20%,52.37%,11.00%,770,2.00%,1.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
769,Purchase,Multi-Family,6,37.50%,35.29%,80.00%,13.00%,2600,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
770,Purchase,Multi-Family,5,43.64%,0.00%,80.00%,13.00%,2600,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
771,Purchase,Residential,1,51.00%,0.00%,80.47%,13.00%,1105,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,2,1
772,Purchase,Residential,3,49.67%,0.00%,80.15%,13.00%,1614.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,2,1
773,Purchase,Multi-Family,45,58.18%,54.15%,81.65%,13.00%,42239.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
774,Purchase,Residential,1,80.00%,62.89%,77.65%,9.50%,2414.58,2.00%,0.00%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,< $10 Million,Moderate Experience,C+,18,1
775,Purchase,Land,0,23.70%,44.51%,83.65%,12.00%,20030,4.25%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
776,Purchase,Residential,2,72.20%,0.00%,80.00%,9.00%,5550,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
777,Refinance,Multi-Family,30,70.00%,43.76%,145.44%,10.50%,43268.75,1.25%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Experienced,A-,12,1
778,Refinance,Multi-Family,15,70.00%,65.90%,122.38%,10.00%,10708.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,10
779,Refinance,Commercial,1,70.00%,65.33%,74.67%,11.50%,3756.67,2.00%,1.50%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,10
780,Refinance,Commercial,1,75.00%,65.00%,78.47%,10.00%,13000,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,10
781,Purchase,Residential,2,42.91%,0.00%,74.92%,13.00%,1278.33,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,1
782,Purchase,Residential,3,34.00%,0.00%,74.59%,13.00%,1105,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,1
783,Purchase,Residential,2,44.50%,32.36%,67.94%,13.00%,964.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,1
784,Purchase,Residential,2,63.78%,42.91%,68.41%,13.00%,1278.33,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
785,Purchase,Residential,2,44.50%,32.36%,67.94%,13.00%,964.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,1,1
786,Purchase,Residential,2,54.18%,0.00%,80.15%,13.00%,1614.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,2,1
787,Purchase,Residential,2,54.18%,0.00%,80.15%,13.00%,1614.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
788,Purchase,Residential,2,54.18%,0.00%,80.15%,13.00%,1614.17,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
789,Refinance,Residential,1,12.50%,33.33%,36.36%,8.25%,3437.5,0.10%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
790,Purchase,Residential,3,80.00%,65.00%,164.56%,10.00%,1625,2.00%,1.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,12,1
791,Purchase,Residential,2,54.18%,0.00%,80.15%,13.00%,1614.17,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,2,1
792,Purchase,Residential,1,13.33%,28.57%,38.83%,8.25%,687.5,0.10%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,9,1
793,Refinance,Residential,4,74.60%,67.28%,89.34%,9.50%,21572.92,1.00%,0.50%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,11,1
794,Refinance,Mixed Use,8,75.00%,0.00%,78.57%,10.00%,6875,2.00%,0.00%,Urban,Hign,Stabilized,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,12,10
795,Purchase,Residential,1,74.91%,65.12%,61.65%,10.00%,2333.33,2.00%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
796,Refinance,Residential,3,74.84%,58.82%,124.22%,13.00%,2166.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
797,Refinance,Residential,2,75.38%,51.33%,527.72%,13.00%,1668.33,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
798,Refinance,Residential,3,75.33%,64.12%,1159.45%,13.00%,2361.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
799,Refinance,Residential,2,75.38%,61.00%,677.78%,13.00%,1982.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,1
800,Purchase,Residential,2,78.22%,67.83%,27.56%,9.25%,3137.29,2.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Experienced,A-,13,1
801,Refinance,Portfolio,0,69.62%,64.17%,98.72%,10.00%,3850,2.00%,0.50%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,1
802,Refinance,Residential,3,60.23%,56.70%,82.50%,10.00%,19491.67,1.25%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Experienced,A,8,1
803,Refinance,Residential,2,60.23%,56.70%,150.90%,10.00%,19491.67,1.25%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Experienced,A,8,1
804,Refinance,Land,0,50.00%,9.64%,25.56%,12.00%,4000,2.00%,2.00%,Suburban,Low,Ground Up,Yes,760-850,Excellent,$10-40 Million,Experienced,A,11,1
805,Refinance,Multi-Family,8,75.00%,67.95%,87.60%,10.00%,27916.67,1.25%,0.50%,Urban,Low,Value-Add,Yes,550-619,Very Poor,$10-40 Million,Experienced,B,16,10
806,Refinance,Multi-Family,5,75.07%,0.00%,31.28%,10.00%,4691.67,2.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,1
807,Refinance,Multi-Family,8,59.48%,58.95%,80.93%,10.00%,28000,1.25%,0.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,A-,12,10
808,Refinance,Residential,1,59.42%,59.65%,59.89%,10.75%,30458.33,1.50%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,11,1
809,Refinance,Multi-Family,24,66.59%,67.33%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
810,Refinance,Multi-Family,24,66.59%,67.33%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
811,Refinance,Multi-Family,24,60.10%,62.15%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
812,Refinance,Multi-Family,24,52.43%,55.72%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,2
813,Refinance,Multi-Family,24,60.10%,62.15%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
814,Refinance,Multi-Family,24,60.10%,62.15%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
815,Refinance,Multi-Family,24,74.67%,68.73%,38.77%,13.00%,16380,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,2
816,Refinance,Multi-Family,24,63.18%,64.64%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
817,Refinance,Multi-Family,24,63.18%,64.64%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
818,Refinance,Multi-Family,24,68.44%,68.77%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
819,Refinance,Multi-Family,8,71.26%,0.00%,56.36%,9.50%,12270.83,1.00%,0.50%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,1
820,Purchase,Residential,2,70.00%,0.00%,70.00%,9.00%,6300,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Moderate Experience,A-,13,1
821,Purchase,Multi-Family,10,74.23%,66.31%,137.78%,10.25%,26479.17,1.00%,0.00%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
822,Refinance,Residential,1,80.00%,0.00%,76.67%,9.50%,3641.67,1.00%,0.00%,Urban,Hign,Stabilized,No,680-699,High Acceptable,$10-40 Million,Experienced,A,11,1
823,Refinance,Residential,1,80.00%,0.00%,66.67%,9.50%,3166.67,1.00%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,$10-40 Million,Experienced,A,10,1
824,Refinance,Multi-Family,12,69.88%,0.00%,63.29%,9.00%,10875,1.00%,0.00%,Urban,Hign,Stabilized,Yes,650-679,Low Acceptable,$10-40 Million,Experienced,A,11,1
825,Refinance,Land,0,49.98%,16.98%,17.27%,12.00%,15070,2.00%,2.00%,Suburban,Low,Ground Up,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
826,Refinance,Multi-Family,64,69.91%,66.31%,110.85%,10.00%,15666.67,0.37%,1.00%,Urban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Very Experienced,A-,12,1
827,Purchase,Residential,2,78.93%,0.00%,80.00%,9.00%,4440,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
828,Purchase,Residential,2,60.00%,43.90%,51.58%,10.00%,3750,2.00%,1.00%,Urban,Low,Stabilized,No,680-699,High Acceptable,< $10 Million,Very Experienced,A,8,2
829,Refinance,Multi-Family,24,74.67%,68.73%,35.29%,13.00%,16380,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,7,2
830,Refinance,Multi-Family,24,63.18%,64.64%,37.72%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
831,Refinance,Multi-Family,24,63.18%,64.64%,91.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
832,Refinance,Multi-Family,24,63.18%,64.64%,37.72%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
833,Purchase,Multi-Family,8,34.94%,51.47%,80.00%,9.75%,8677.5,1.75%,0.75%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,9,1
834,Purchase,Multi-Family,10,71.36%,59.47%,167.79%,9.50%,18596.25,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
835,Purchase,Residential,1,66.50%,65.30%,81.84%,9.50%,2390.83,2.00%,0.50%,Urban,Low,Value-Add,Yes,700-759,Good,< $10 Million,Moderate Experience,A-,13,1
836,Purchase,Residential,2,80.00%,63.60%,106.00%,9.85%,2610.25,2.00%,0.35%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,15,1
837,Purchase,Residential,2,82.50%,66.84%,27.22%,9.00%,9525,1.00%,0.25%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$41-100 Million,Experienced,A-,13,1
838,Refinance,Mixed Use,7,74.99%,55.65%,76.67%,5.25%,15093.75,0.10%,0.00%,Suburban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Very Experienced,A,10,1
839,Purchase,Commercial,5,45.88%,0.00%,75.00%,11.75%,19093.75,2.00%,1.00%,Urban,Hign,Stabilized,No,680-699,High Acceptable,$101-200 Million,Experienced,A+,5,1
840,Refinance,Multi-Family,16,62.68%,52.40%,203.06%,5.25%,14214.38,0.10%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$200 Million +,Experienced,A+,7,1
841,Purchase,Land,0,50.00%,18.33%,70.97%,11.25%,10312.5,2.25%,1.00%,Urban,Low,Ground Up,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,12,1
842,Purchase,Residential,3,12.00%,29.13%,39.47%,8.25%,1031.25,0.10%,0.00%,Urban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A,8,2
843,Refinance,Residential,4,56.90%,59.88%,71.34%,9.50%,7821.67,1.50%,0.25%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,13,10
844,Purchase,Mixed Use,19,74.30%,49.68%,125.00%,10.25%,3331.25,2.00%,0.00%,Urban,Moderate,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,14,10
845,Refinance,Residential,4,70.00%,0.00%,70.00%,9.00%,1837.5,1.50%,0.00%,Urban,Hign,Stabilized,No,700-759,Good,< $10 Million,Moderate Experience,A,11,1
846,Refinance,Multi-Family,10,63.24%,64.71%,194.12%,9.75%,2681.25,1.50%,0.75%,Urban,Moderate,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,A-,12,10
847,Refinance,Multi-Family,24,63.18%,64.64%,41.44%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
848,Refinance,Multi-Family,24,63.18%,64.64%,37.72%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
849,Refinance,Multi-Family,24,68.44%,68.77%,37.72%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
850,Refinance,Multi-Family,24,60.10%,62.15%,37.72%,13.00%,17506.67,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,2
851,Purchase,Residential,1,67.14%,47.36%,79.86%,9.50%,20622.92,1.00%,0.50%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$41-100 Million,Experienced,A,10,1
852,Refinance,Land,0,75.00%,65.00%,15.76%,11.75%,12347.29,1.57%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
853,Refinance,Land,0,75.00%,65.00%,14.01%,11.75%,12347.29,1.58%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
854,Refinance,Land,0,75.00%,65.00%,14.01%,11.75%,12347.29,1.58%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
855,Refinance,Land,0,75.00%,65.00%,14.01%,11.75%,12347.29,1.58%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,1
856,Refinance,Land,0,75.00%,65.00%,15.76%,11.75%,12347.29,1.58%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$41-100 Million,Experienced,A-,12,10
857,Purchase,Land,0,33.41%,12.16%,80.00%,12.00%,45600,4.25%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,7
858,Refinance,Residential,1,50.00%,59.46%,550.00%,13.00%,2383.33,3.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
859,Purchase,Residential,1,77.42%,64.72%,78.92%,10.75%,23829.17,2.00%,1.25%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Moderate Experience,B+,15,6
860,Refinance,Residential,1,61.33%,62.10%,94.49%,10.00%,2716.67,0.10%,0.50%,Suburban,Low,Value-Add,Yes,650-679,Low Acceptable,$10-40 Million,Moderate Experience,B+,15,1
861,Refinance,Residential,1,71.43%,55.56%,65.79%,8.75%,1822.92,2.00%,0.00%,Urban,Low,Value-Add,No,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,1
862,Purchase,Commercial,1,57.53%,0.00%,70.00%,12.00%,4200,1.50%,2.00%,Urban,Low,Value-Add,No,650-679,Low Acceptable,< $10 Million,Very Experienced,A,11,10
863,Purchase,Residential,2,55.03%,0.00%,82.00%,8.25%,2818.75,0.00%,0.00%,Suburban,Hign,Value-Add,Yes,700-759,Good,$10-40 Million,Very Experienced,A+,7,1
864,Purchase,Residential,2,80.00%,67.48%,81.00%,9.00%,4125,1.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
865,Purchase,Residential,2,78.12%,63.20%,85.10%,9.00%,3555,1.00%,0.25%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A-,12,1
866,Purchase,Residential,1,75.03%,0.00%,60.44%,9.75%,4420,2.00%,0.25%,Urban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,1
867,Purchase,Residential,2,74.15%,56.88%,86.50%,9.00%,7785,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A-,13,1
868,Refinance,Residential,3,66.67%,66.18%,300.00%,13.00%,2437.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
869,Refinance,Multi-Family,33,75.00%,40.83%,153.13%,10.50%,42875,1.00%,0.00%,Urban,Low,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,B+,15,1
870,Refinance,Residential,3,80.00%,67.86%,78.77%,9.50%,3760.42,1.20%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$200 Million +,Experienced,A-,12,1
871,Purchase,Multi-Family,10,63.00%,65.36%,79.84%,13.00%,1982.5,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
872,Purchase,Land,0,48.33%,16.11%,50.22%,13.00%,628.33,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
873,Purchase,Land,0,49.50%,22.00%,50.00%,13.00%,1072.5,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,6,1
874,Purchase,Land,0,37.60%,13.06%,19.30%,13.00%,509.17,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,7
875,Purchase,Land,0,15.00%,38.03%,75.13%,13.00%,1462.5,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
876,Purchase,Land,0,15.00%,38.03%,472.03%,13.00%,1462.5,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
877,Purchase,Land,0,14.00%,37.75%,75.49%,13.00%,1451.67,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
878,Purchase,Land,0,15.00%,38.03%,75.59%,13.00%,1462.5,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
879,Purchase,Land,0,10.00%,36.62%,76.56%,13.00%,1408.33,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
880,Purchase,Land,0,15.00%,38.03%,75.59%,13.00%,1462.5,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
881,Purchase,Land,0,18.00%,38.87%,75.18%,13.00%,1495,4.00%,2.00%,Urban,Low,Ground Up,Yes,700-759,Good,$200 Million +,Very Experienced,A+,5,1
882,Purchase,Residential,1,84.78%,66.84%,78.37%,9.50%,5185.42,1.00%,0.00%,Suburban,Low,Value-Add,Yes,760-850,Excellent,$10-40 Million,Experienced,A-,13,1
883,Refinance,Multi-Family,10,64.00%,64.52%,111.11%,10.00%,16666.67,2.00%,0.00%,Suburban,Low,Value-Add,No,700-759,Good,< $10 Million,Moderate Experience,B+,14,2
884,Refinance,Residential,1,70.00%,0.00%,100.00%,13.00%,1592.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
885,Refinance,Residential,1,70.00%,0.00%,100.00%,13.00%,1592.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
886,Refinance,Commercial,1,64.97%,0.00%,100.00%,13.00%,11613.33,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,3,1
887,Refinance,Residential,1,70.00%,0.00%,100.00%,13.00%,1592.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
888,Purchase,Residential,1,79.47%,62.87%,77.66%,9.00%,10020,1.00%,0.00%,Urban,Hign,Value-Add,Yes,680-699,High Acceptable,< $10 Million,Moderate Experience,A-,13,1
889,Refinance,Residential,1,70.00%,0.00%,100.00%,13.00%,1592.5,3.00%,2.00%,Urban,Hign,Stabilized,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
890,Purchase,Residential,1,44.74%,51.72%,60.85%,8.25%,5156.25,0.10%,0.00%,Suburban,Low,Value-Add,Yes,680-699,High Acceptable,$10-40 Million,Experienced,A,11,1
891,Purchase,Residential,1,76.86%,65.10%,79.23%,9.25%,2458.96,2.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$41-100 Million,Experienced,A,11,1
892,Purchase,Residential,1,70.15%,0.00%,65.72%,10.75%,14718.54,4.00%,1.00%,Suburban,Low,Value-Add,No,760-850,Excellent,< $10 Million,Moderate Experience,B+,14,1
893,Purchase,Commercial,1,70.00%,0.00%,65.80%,11.75%,6442.92,4.00%,1.00%,Suburban,Low,Stabilized,No,760-850,Excellent,< $10 Million,Moderate Experience,A-,13,1
894,Purchase,Residential,2,19.00%,0.00%,50.80%,13.00%,205.83,3.00%,2.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A+,4,1
895,Purchase,Land,0,77.76%,17.44%,21.68%,11.50%,3986.67,2.00%,1.50%,Urban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Experienced,A-,13,1
896,Purchase,Residential,1,80.00%,68.33%,82.00%,10.00%,2733.33,3.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$200 Million +,Very Experienced,A,8,1
897,Refinance,Land,0,54.71%,25.90%,152.50%,11.00%,5591.67,0.10%,1.00%,Urban,Low,Ground Up,Yes,700-759,Good,$10-40 Million,Experienced,A,11,7
898,Refinance,Residential,2,62.22%,46.67%,560.00%,9.75%,2275,1.00%,0.00%,Urban,Low,Value-Add,Yes,700-759,Good,$10-40 Million,Experienced,A,11,1
