Account_Num,Loan_Type,Property_Type,Units,LTV,ARV,LT2,Interest_Rate,Monthly_Payment,Origination_Fee,Service_Fee,Location,Occupancy,Developmental_Stage,Repeat_Borrower,Credit_Score,Credit_Rating,Sponsor_Track_Record,Sponsor_Experience,Risk_Grade,Risk_Score,target
1180,0,0,2,66.98,0.00,222.11,13.00,2285.83,3.00,2.00,0,2,1,1,5,4,4,4,9,3,1
1181,0,0,2,75.33,64.21,210.77,13.00,1982.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1182,1,0,1,74.78,0.00,67.48,9.00,1290,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1183,1,1,2,79.34,0.00,72.07,9.50,3800,1.50,0.00,0,0,1,1,5,4,0,3,8-,13,1
1184,0,2,15,70.02,0.00,177.76,13.00,22338.33,3.00,2.00,0,0,1,1,5,4,4,4,9,6,1
1185,0,2,10,67.12,47.57,343.43,10.00,20416.67,1.00,0.00,0,0,0,1,6,6,0,2,8,11,1
1186,0,1,3,70.00,0.00,99.17,10.50,5206.25,4.00,1.00,0,2,1,1,5,4,0,2,8,10,1
1187,0,2,12,69.85,0.00,158.19,13.00,18200,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1188,1,0,1,76.67,67.29,77.93,9.00,4845,1.00,0.00,1,0,0,1,6,6,1,4,8,10,1
1189,1,2,6,70.77,61.91,79.15,9.50,14139.17,1.00,0.00,0,0,0,1,6,6,1,2,8,11,2
1190,1,1,9,62.50,0.00,75.00,11.00,2750,2.00,0.00,1,2,1,1,4,23,0,1,8-,13,1
1191,1,0,2,73.14,56.72,84.39,13.00,1874.17,3.00,2.00,0,1,0,1,5,4,4,4,9,6,1
1192,1,0,1,74.81,0.00,75.03,9.00,9397.5,1.00,0.00,1,2,1,1,5,4,2,4,9,7,1
1193,1,0,1,78.00,66.17,80.00,9.00,1650,1.00,0.25,1,0,0,1,5,4,0,3,6,15,3
1194,1,0,1,77.21,0.00,80.00,9.00,2490,1.00,0.00,1,0,0,1,3,03,0,2,5,16,1
1195,1,0,1,20.83,0.00,20.83,9.50,1979.17,2.00,0.00,1,0,1,0,5,4,0,2,8,10,1
1196,0,2,14,70.02,0.00,589.69,13.00,20442.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1197,1,1,3,79.07,65.79,75.76,9.50,3958.33,2.00,0.25,0,0,0,1,3,03,0,2,6,15,5
1198,0,2,12,70.00,0.00,1047.79,13.00,17972.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1199,0,2,14,70.02,0.00,523.66,13.00,20139.17,3.00,2.00,0,1,1,1,5,4,4,4,9,5,1
1200,0,2,14,70.02,0.00,759.75,13.00,20897.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1201,0,2,15,70.00,0.00,893.75,13.00,21688.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,7
1202,0,4,0,70.00,56.94,120.59,13.00,2220.83,3.00,2.00,0,0,2,1,5,4,4,4,8,8,1
1203,0,0,4,37.74,64.66,112.78,9.50,14843.75,1.25,0.00,0,0,0,1,5,4,2,2,8,8,10
1204,1,2,8,65.64,55.00,80.46,9.00,10972.5,2.00,0.00,0,1,0,0,5,4,1,2,8,10,2
1205,1,0,3,75.10,71.04,70.77,9.00,6900,3.00,0.00,0,1,0,0,5,4,0,2,8-,12,1
1206,0,0,1,75.29,0.00,103.23,9.50,2533.33,2.00,0.00,0,2,1,0,6,6,0,1,8,11,3
1207,0,0,1,75.34,0.00,114.58,9.50,2177.08,2.00,0.00,0,2,1,0,6,6,0,1,8,11,1
1208,1,1,3,52.50,54.59,79.90,10.50,4060,4.00,0.00,0,2,1,1,5,4,0,2,8,8,1
1209,1,0,3,74.80,65.79,86.21,8.50,8854.17,1.00,0.00,0,1,0,1,3,03,1,2,8-,13,1
1210,1,0,1,73.44,68.12,64.56,9.25,1811.46,3.25,0.00,1,0,0,0,3,03,0,3,5-,17,1
1211,0,2,13,32.14,42.37,51.08,10.00,10416.67,2.00,0.00,0,0,0,1,5,4,0,3,8,11,1
1212,0,0,2,75.00,67.27,92.50,13.00,2405,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1213,1,1,3,72.41,62.81,79.48,9.50,3182.5,2.00,0.00,0,0,0,1,3,03,0,4,8-,13,5
1214,1,0,1,77.42,0.00,80.00,9.50,1520,2.00,0.00,1,0,0,0,6,6,0,1,6,15,1
1215,0,1,62,50.00,14.58,23.85,13.00,20854.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1216,0,2,12,75.00,0.00,79.41,9.95,11193.75,1.00,0.70,0,2,1,0,5,4,1,3,8,10,1
1217,0,0,1,66.09,0.00,190.00,9.00,14250,2.00,0.00,0,2,1,1,3,03,1,4,8,8,7
1218,0,2,6,70.00,66.67,100.00,13.00,7583.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1219,0,2,6,70.00,66.67,100.00,13.00,7583.33,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1220,1,0,1,74.78,74.78,77.88,9.00,1290,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1221,0,2,27,26.67,64.90,93.03,13.00,34450,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1222,0,0,1,54.00,60.00,76.01,9.00,1350,1.00,0.00,1,0,0,0,5,4,0,3,8-,13,1
1223,1,0,1,76.31,0.00,79.74,8.99,1857.93,1.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1224,0,2,8,75.03,64.94,95.95,10.00,21566.67,1.25,0.00,0,0,0,1,4,23,1,2,8-,13,5
1225,1,0,4,80.12,65.45,64.29,8.50,5100,1.75,0.00,1,2,1,1,4,23,0,4,8,11,1
1226,0,0,1,70.00,0.00,89.36,10.50,3675,3.50,0.00,1,2,1,0,5,4,0,3,8-,12,10
1227,0,2,26,70.00,0.00,288.24,8.25,8421.88,2.00,0.00,0,1,1,1,3,03,0,3,6,14,1
1228,1,0,1,75.00,0.00,75.00,8.50,1062.5,3.99,0.25,1,0,0,0,5,4,0,2,6,14,1
1229,1,0,1,59.66,51.52,80.00,9.50,2691.67,1.75,0.00,1,0,0,0,3,03,0,2,6,15,1
1230,0,0,2,70.00,32.12,60.26,9.00,2047.5,2.00,0.00,0,0,0,1,5,4,0,3,6,14,1
1231,1,0,1,80.00,63.73,72.52,8.50,14896.25,1.25,0.25,1,0,0,1,3,03,1,2,5,16,1
1232,1,2,6,52.15,0.00,80.00,9.50,10196.67,1.00,0.50,0,2,1,1,5,4,0,2,8,8,1
1233,1,0,2,84.11,69.29,77.41,9.00,3637.5,1.00,0.00,1,0,0,1,6,6,1,2,8-,13,1
1234,0,2,8,65.00,0.00,139.75,9.25,21544.79,1.00,0.00,0,0,0,0,5,4,0,3,8-,13,1
1235,1,0,1,80.00,62.32,69.63,9.00,2220,1.00,0.25,0,0,0,1,4,23,0,2,6,15,1
1236,1,1,3,78.67,66.33,70.53,10.25,5099.38,2.00,0.00,0,0,0,1,3,03,2,4,8,11,5
1237,0,1,27,70.00,65.20,65.06,10.00,19016.67,2.00,0.50,0,0,0,1,5,4,1,2,8-,12,1
1238,0,0,2,70.00,0.00,100.00,13.00,3033.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1239,0,0,2,70.00,0.00,100.00,13.00,3033.33,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1240,0,2,40,52.38,52.50,80.02,13.00,45500,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1241,1,0,2,75.58,66.00,74.16,9.00,2475,2.00,0.25,1,0,0,0,5,4,0,3,6,15,1
1242,0,0,2,70.13,0.00,100.00,13.00,3000.83,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1243,0,0,2,70.00,0.00,100.00,13.00,3033.33,3.00,2.00,0,1,1,1,5,4,4,4,9,5,1
1244,1,0,1,54.15,40.88,80.87,9.75,1511.25,2.50,0.00,1,0,0,0,5,4,0,1,6,14,1
1245,1,0,1,76.19,68.24,80.00,9.00,2610,2.50,0.00,1,0,0,0,4,23,0,1,5-,17,1
1246,1,0,4,66.36,0.00,74.81,8.75,1050,2.50,0.00,0,2,1,1,5,4,0,3,8,10,1
1247,1,0,4,74.88,0.00,74.88,8.75,1152.08,2.50,0.00,0,2,1,1,5,4,0,3,8,11,1
1248,0,4,0,50.00,15.80,26.23,13.00,14895.83,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1249,0,1,9,62.31,58.19,132.63,11.00,32083.33,1.00,0.00,0,0,0,0,6,6,1,3,8,11,1
1250,1,0,1,76.57,58.49,79.27,9.00,2610,1.75,0.00,1,0,0,1,6,6,1,3,8-,13,1
1251,0,4,0,53.05,47.32,60.62,12.00,42000,2.00,2.00,1,0,2,1,6,6,0,2,8-,12,1
1252,1,0,1,84.89,67.23,76.76,9.00,3000,1.00,0.00,0,0,0,1,4,23,0,2,6,15,10
1253,1,0,1,80.00,67.10,75.86,9.00,3900,1.25,0.00,1,0,0,1,5,4,2,4,8,11,1
1254,0,4,0,50.00,16.11,26.21,13.00,7854.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1255,1,0,2,85.40,71.11,85.05,9.00,3840,1.00,0.00,0,0,0,1,6,6,1,2,8-,12,5
1256,1,0,2,72.98,57.05,80.00,9.50,2755,2.00,0.00,0,0,0,0,5,4,0,3,6,14,2
1257,1,0,1,79.05,77.27,85.00,9.00,1912.5,2.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1258,0,0,1,57.72,0.00,864.29,9.50,19158.33,1.00,0.00,0,0,0,0,3,03,1,4,8,11,10
1259,1,0,1,57.80,47.12,107.23,7.50,17156.25,3.00,0.00,0,0,0,1,5,4,4,4,9,5,1
1260,1,0,3,71.11,56.52,70.57,9.50,13870,2.00,0.00,0,0,0,1,4,23,1,2,8-,13,3
1261,1,3,11,52.50,58.00,72.50,10.75,15587.5,2.00,0.00,0,0,0,0,6,6,0,3,8,11,1
1262,1,1,8,75.00,67.18,81.03,9.00,19575,1.00,0.00,0,0,0,0,5,4,0,3,6,14,1
1263,0,2,8,64.78,23.19,33.97,9.50,6333.33,1.00,0.00,0,0,0,0,6,6,1,4,8,8,1
1264,0,5,0,69.90,0.00,39.58,9.50,1654.58,2.50,0.00,1,0,0,0,3,03,1,4,8-,13,1
1265,1,0,1,71.81,58.50,66.58,8.50,20718.75,1.00,0.00,1,0,0,1,5,4,0,3,6,15,1
1266,1,0,2,31.37,34.36,80.00,9.00,2100,1.00,0.50,0,0,0,0,3,03,0,3,8-,13,1
1267,0,1,2,70.00,55.26,56.76,9.00,3937.5,1.00,0.00,0,0,0,0,5,4,1,4,8,10,1
1268,1,0,1,78.93,65.40,71.93,9.50,2588.75,2.00,0.00,1,2,1,1,5,4,0,2,8,11,1
1269,1,2,10,73.48,67.30,75.91,10.00,2075,2.25,0.00,1,0,0,0,3,03,0,2,5,16,2
1270,1,0,1,72.00,53.98,79.86,9.00,1680,2.50,0.00,0,0,0,0,3,03,0,2,6,15,1
1271,0,0,2,68.85,0.00,210.00,7.50,6562.5,0.50,0.00,1,2,1,0,6,6,2,4,9,5,5
1272,0,0,1,75.00,63.14,77.71,10.50,3867.5,0.50,0.00,1,0,0,0,4,23,2,4,8,11,1
1273,0,0,2,80.00,69.25,87.88,13.00,2513.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1274,1,5,0,20.76,14.52,49.55,13.00,3585.83,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1275,1,0,2,79.64,53.54,74.36,9.25,4023.75,1.00,0.25,0,0,0,1,5,4,0,2,6,14,7
1276,1,0,3,80.00,68.39,68.56,8.50,3754.17,1.00,0.25,0,0,0,1,5,4,1,4,8,11,1
1277,1,0,1,83.87,68.52,80.03,9.00,8685,1.00,0.00,1,0,0,1,6,6,0,3,6,15,2
1278,1,2,8,74.96,71.95,74.40,8.50,20895.83,0.50,0.00,0,0,0,0,4,23,0,4,8-,12,1
1279,0,4,0,50.00,45.64,84.76,7.50,1112.5,3.00,0.00,0,0,2,1,5,4,4,4,9,6,9
1280,0,4,0,50.00,45.64,84.76,13.00,1928.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1281,0,4,0,50.00,45.64,84.76,13.00,1928.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1282,0,4,0,50.00,45.64,84.76,13.00,1928.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1283,0,1,4,61.90,0.00,50.00,10.00,5416.67,1.50,0.00,0,2,1,0,5,4,0,2,8,9,2
1284,1,0,1,72.17,67.94,83.66,9.50,2398.75,1.75,0.00,1,0,0,0,5,4,0,2,6,14,1
1285,0,0,2,80.00,69.25,87.88,13.00,2513.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1286,0,4,0,50.40,64.50,100.00,13.00,2795,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1287,0,4,0,50.40,64.50,100.00,13.00,2795,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1288,0,4,0,50.40,64.50,100.00,13.00,2795,3.00,2.00,0,0,2,1,5,4,4,4,9,6,7
1289,0,0,2,71.09,0.00,99.09,9.00,4905,0.00,2.00,0,0,0,1,3,03,0,2,6,15,1
1290,1,0,1,85.00,71.11,83.12,9.25,2466.67,1.00,0.00,1,0,0,1,4,23,2,4,8-,12,1
1291,1,0,1,83.12,70.55,78.16,9.00,2910,1.25,0.25,0,0,0,1,4,23,2,4,8,11,1
1292,0,0,3,65.14,0.00,240.00,13.00,2470,3.00,2.00,0,0,0,1,5,4,4,4,9,6,1
1293,0,0,2,50.43,47.17,87.08,13.00,1532.92,3.00,2.00,0,0,0,1,5,4,4,4,9,5,1
1294,0,4,0,50.00,45.64,84.76,7.50,1112.5,3.00,0.00,0,0,2,1,5,4,4,4,9,6,5
1295,0,4,0,50.00,45.64,84.76,7.50,1112.5,3.00,0.00,0,0,2,1,5,4,4,4,9,6,5
1296,0,4,0,50.00,45.64,84.76,13.00,1928.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1297,0,4,0,50.06,16.20,28.36,13.00,4528.33,3.00,2.00,0,0,2,1,5,4,4,4,9,6,1
1298,1,2,9,80.00,65.86,81.23,10.25,19773.96,1.00,0.00,0,0,0,1,5,4,1,2,8-,13,10
1299,0,4,0,50.40,54.75,84.88,7.50,1368.75,3.00,0.00,0,0,2,1,5,4,4,4,9,6,5
1300,1,1,6,73.51,69.33,77.87,9.25,6012.5,1.00,0.00,0,0,0,0,3,03,0,3,5,16,5
1301,1,2,5,78.13,68.47,72.21,9.25,5673.33,1.00,0.00,0,0,0,0,3,03,0,3,5,16,5
1302,1,0,1,80.00,70.00,81.16,8.50,1983.33,1.75,0.00,1,0,0,1,6,6,0,3,6,15,1
1303,0,2,8,58.02,64.49,133.93,9.50,29687.5,2.00,2.00,0,0,0,0,6,6,1,4,8,8,5
1304,1,0,1,84.92,65.64,79.25,9.25,2782.71,1.25,0.00,1,0,0,1,4,23,2,4,8-,12,1
1305,0,3,1,46.00,57.58,133.63,11.00,17416.67,3.00,0.50,0,0,0,1,2,1,1,4,8,10,10
1306,0,0,1,69.93,0.00,246.92,9.25,2474.38,2.00,0.00,1,2,1,1,4,23,0,2,8-,12,1
1307,1,0,1,55.61,0.00,80.00,10.99,2088.1,4.00,0.00,1,0,0,0,3,03,0,1,5,16,1
1308,1,0,2,80.00,65.59,69.66,9.75,4290,2.25,0.00,0,0,0,0,5,4,0,3,6,15,1
1309,1,2,28,75.00,66.27,72.44,11.25,7921.88,2.00,0.00,0,1,0,1,2,1,0,2,6,15,10
1310,0,2,8,70.00,0.00,164.71,8.75,3062.5,4.00,0.00,1,1,0,0,6,6,1,4,8,9,1
1311,1,0,2,80.00,47.50,80.00,13.00,1646.67,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1312,1,0,1,80.00,64.42,74.36,9.50,16830.83,1.00,0.00,1,0,0,1,5,4,0,2,6,15,3
1313,1,2,8,80.00,63.88,80.14,9.25,16989.17,1.00,0.00,0,0,0,1,5,4,0,2,6,14,7
1314,1,1,23,75.06,56.29,80.36,9.50,6238.33,2.00,0.00,0,0,0,1,5,4,0,2,8-,13,10
1315,1,0,1,79.88,61.36,85.03,9.00,5752.5,1.25,0.00,0,0,0,1,4,23,2,4,8,11,1
1316,1,0,1,85.00,69.00,76.99,8.75,2012.5,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1317,1,0,1,81.46,65.39,84.97,8.75,3623.96,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1318,0,5,0,70.00,0.00,100.00,7.50,10150,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1319,1,1,2,68.98,58.80,75.37,10.00,4900,2.00,0.00,0,0,0,1,5,4,2,4,8,8,5
1320,1,0,2,24.00,43.84,80.00,13.00,1733.33,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1321,1,0,2,32.00,46.03,80.00,13.00,1820,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1322,1,1,42,37.24,39.62,65.31,13.00,45066.67,3.00,2.00,0,0,0,1,5,4,4,4,9,4,1
1323,1,4,0,51.60,11.73,13.77,11.50,9890,1.00,0.00,0,0,2,1,5,4,0,2,8-,12,1
1324,1,1,42,17.60,23.71,39.09,18.00,37350,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1325,0,5,0,70.00,0.00,100.00,7.50,9537.5,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1326,0,5,0,69.98,0.00,100.00,7.50,10475,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1327,1,0,1,79.75,66.82,79.89,9.50,1132.08,2.00,0.00,1,0,0,0,2,1,0,1,2-,20,10
1328,0,0,3,75.03,67.15,52.20,9.50,16213.33,1.75,0.00,0,0,0,0,5,4,0,3,6,14,1
1329,1,0,1,82.78,71.28,84.23,9.00,3127.5,1.00,0.00,1,0,0,0,6,6,1,2,8-,13,5
1330,1,0,1,68.00,68.85,74.58,8.75,1305.21,2.00,0.00,1,0,0,1,3,03,1,2,6,14,7
1331,1,0,2,80.00,45.16,84.85,13.00,1516.67,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1332,1,2,37,23.66,21.49,29.06,18.00,33195,3.00,2.00,0,0,0,1,5,4,4,4,9,8,4
1333,1,2,37,51.61,46.48,60.63,13.00,51859.17,3.00,2.00,0,0,0,1,5,4,4,4,9,5,4
1334,0,3,2,66.50,0.00,147.78,12.00,13300,1.00,2.00,0,2,1,1,5,4,0,2,8,10,3
1335,1,0,2,85.07,63.38,83.74,8.50,2918.33,1.00,0.00,0,0,0,1,2,1,1,4,6,14,1
1336,1,0,4,73.42,71.92,79.19,9.00,7875,2.00,0.00,0,0,0,0,5,4,0,2,8-,13,2
1337,1,0,1,82.29,71.45,78.87,9.00,1567.5,2.00,0.00,1,0,0,1,5,4,0,2,6,15,1
1338,1,0,2,83.33,72.00,74.88,9.00,7155,1.00,0.00,0,0,0,1,5,4,2,4,8,10,7
1339,0,2,8,69.69,69.69,106.95,7.50,6250,0.00,0.00,0,2,1,1,5,4,1,2,8,9,1
1340,0,2,6,70.04,0.00,100.00,7.50,5362.5,3.00,0.00,0,2,1,1,5,4,4,4,9,4,1
1341,0,5,0,70.04,0.00,100.00,13.00,9067.5,3.00,2.00,0,2,1,1,5,4,4,4,9,4,1
1342,1,0,4,73.14,63.69,80.00,9.00,14880,3.00,0.00,0,0,0,1,5,4,1,2,8-,12,5
1343,1,0,1,68.67,0.00,80.00,9.00,3090,2.00,0.00,1,0,0,0,4,23,0,2,6,14,1
1344,1,0,1,80.00,58.23,80.42,9.25,19748.75,1.00,0.00,1,0,0,1,2,1,1,2,5-,17,1
1345,1,1,2,67.83,0.00,70.11,9.50,2470,2.50,0.00,0,2,1,0,5,4,0,1,8,11,1
1346,1,0,1,79.52,66.59,84.90,8.75,1990.63,2.00,0.00,1,0,0,1,3,03,1,2,5,16,7
1347,1,4,0,42.55,53.03,69.95,12.00,1750,2.85,2.00,1,0,2,0,3,03,0,3,6,15,1
1348,1,5,0,80.05,51.70,83.80,13.00,22403.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1349,1,5,0,80.01,51.82,82.20,7.50,20025,3.00,0.00,0,0,0,1,5,4,4,4,8,8,1
1350,1,0,1,64.87,66.05,85.46,10.00,3550,0.10,0.00,1,0,0,1,2,1,0,4,6,14,1
1351,1,5,0,27.87,8.57,113.02,13.00,12144.17,3.00,2.00,0,0,0,1,5,4,4,4,9,4,5
1352,1,5,0,31.65,29.53,34.55,13.00,10779.17,3.00,2.00,0,0,0,1,5,4,4,4,9,4,5
1353,0,2,250,10.39,15.20,79.83,10.25,16229.17,2.00,0.00,1,0,0,1,5,4,0,3,8-,12,3
1354,0,2,250,28.57,24.00,116.73,10.25,25625,2.00,0.00,1,0,0,1,5,4,0,3,8-,12,1
1355,0,2,13,56.94,60.76,92.12,9.50,19720.42,1.60,0.00,0,0,0,0,4,23,1,2,8,11,1
1356,1,0,1,75.83,52.50,79.77,8.75,1531.25,2.75,0.00,1,0,0,1,6,6,1,2,8-,12,10
1357,0,0,2,70.08,0.00,876.00,9.50,3467.5,1.25,0.50,0,2,1,0,2,1,0,2,8-,13,1
1358,0,0,1,65.02,69.20,153.06,10.50,7568.75,1.50,1.25,1,0,0,0,5,4,1,2,8-,12,2
1359,1,5,0,75.00,0.00,75.00,9.00,7312.5,1.00,0.00,0,0,0,1,6,6,0,3,8-,13,1
1360,1,0,1,60.00,51.43,71.69,9.75,5850,2.00,0.25,0,0,0,0,5,4,0,1,6,14,1
1361,1,0,2,80.00,50.29,80.00,13.00,1906.67,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1362,0,0,4,74.99,53.81,81.21,9.50,23005.83,1.00,0.00,0,0,0,1,5,4,0,3,6,14,1
1363,1,0,1,74.29,57.14,80.00,8.50,2125,0.50,0.00,1,0,0,0,5,4,0,2,6,15,1
1364,1,0,2,82.96,53.14,84.55,13.00,2015,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1365,1,1,6,64.00,58.28,78.79,10.00,4333.33,2.00,0.00,0,2,1,1,5,4,0,3,8,10,1
1366,0,0,1,1.67,38.38,53.09,10.50,5792.5,1.00,0.00,1,0,0,1,3,03,0,3,6,15,1
1367,0,0,1,75.00,58.67,70.60,9.50,696.67,5.68,0.00,1,0,0,0,5,4,0,4,8-,12,1
1368,1,0,1,72.80,70.40,85.23,8.75,1283.33,2.00,0.00,1,0,0,1,3,03,1,2,6,15,1
1369,1,0,2,80.00,30.30,55.56,9.00,1500,2.00,0.00,0,0,0,0,6,6,0,2,8-,13,1
1370,0,2,24,69.99,0.00,106.64,10.25,20038.75,2.00,0.00,1,2,1,0,6,6,0,2,8,10,8
1371,0,2,16,67.54,68.00,81.58,10.75,36791.88,1.25,0.00,0,0,0,0,3,03,1,2,8-,13,1
1372,0,5,0,80.00,62.19,96.14,13.00,2155.83,3.00,2.00,0,0,0,1,6,6,4,4,9,7,1
1373,0,0,3,75.00,66.00,90.59,13.00,2502.5,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1374,1,0,1,83.33,63.64,84.54,9.00,2625,1.25,0.00,0,0,0,1,4,23,2,4,8,11,1
1375,0,5,0,25.58,0.00,166.67,13.00,11916.67,3.00,2.00,0,2,1,1,5,4,4,4,9,1,7
1376,0,1,3,74.67,63.59,132.34,13.00,2686.67,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1377,1,0,1,85.00,68.40,65.77,8.75,1246.88,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1378,1,0,1,83.26,63.86,85.15,9.00,2107.5,1.25,0.00,0,0,0,1,4,23,2,4,8,11,1
1379,0,4,0,26.99,7.93,13.00,13.00,54784.17,3.00,2.00,0,0,2,1,5,4,4,4,9,7,7
1380,1,5,0,75.00,64.91,78.51,10.00,23125,1.00,0.00,0,0,0,1,6,6,0,2,8-,12,1
1381,0,5,0,70.00,0.00,100.00,13.00,15470,3.00,2.00,0,1,0,1,5,4,4,4,9,6,1
1382,1,1,6,63.61,0.00,80.00,9.00,9900,1.00,0.00,0,0,0,0,6,6,0,3,8-,12,1
1383,1,0,1,71.61,65.88,77.69,8.75,8742.71,1.00,0.00,1,0,0,0,6,6,1,2,8-,12,1
1384,1,4,0,9.60,37.75,75.12,13.00,1635.83,3.00,2.00,0,0,0,1,5,4,4,4,9,4,7
1385,1,0,4,71.43,0.00,75.26,8.75,911.46,2.50,0.00,0,2,1,1,5,4,0,3,8,11,1
1386,1,2,6,80.00,56.28,74.14,9.00,15300,1.00,0.00,0,0,0,1,6,6,1,2,8-,12,1
1387,1,0,1,62.38,58.78,85.04,8.75,1575,3.00,0.00,1,0,0,1,3,03,1,2,6,14,7
1388,1,0,1,70.00,66.67,84.82,8.75,1385.42,2.00,0.00,1,0,0,1,4,23,1,2,6,14,1
1389,1,0,1,80.78,64.67,84.99,8.75,4243.75,2.00,0.00,0,0,0,1,6,6,0,3,6,14,1
1390,0,0,2,54.88,0.00,104.65,9.00,3375,1.50,0.00,0,0,0,1,4,23,0,3,8-,13,1
1391,1,0,3,80.00,68.57,82.50,9.25,2035,2.00,0.00,0,0,0,1,6,6,0,2,8-,13,1
1392,1,5,0,71.10,0.00,81.27,10.00,19166.67,3.00,0.00,1,0,0,1,3,03,1,4,8-,13,1
1393,0,2,24,74.91,58.60,75.53,11.00,21486.67,1.25,0.50,1,0,0,0,5,4,0,2,6,14,4
1394,1,0,1,85.06,72.00,57.75,8.75,787.5,2.00,0.00,1,0,0,1,3,03,1,2,5,16,1
1395,1,0,1,56.57,40.41,43.44,9.50,1567.5,2.00,0.00,0,0,0,0,5,4,0,3,8-,12,1
1396,0,0,2,70.00,53.07,99.56,9.75,13260,2.00,0.00,0,0,0,0,6,6,1,2,8,11,4
1397,0,2,8,50.00,64.94,49.50,9.50,1979.17,2.00,0.00,1,0,0,0,5,4,1,2,8,11,1
1398,1,0,1,83.95,70.61,77.33,8.75,2960.42,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1399,0,5,0,70.24,0.00,100.00,13.00,3120,3.00,2.00,0,0,0,1,5,4,4,4,9,7,1
1400,0,2,20,69.23,67.33,70.10,9.75,13812.5,1.00,0.75,1,0,0,1,5,4,0,2,8-,13,1
1401,1,2,8,74.07,55.77,77.26,9.50,21303.75,2.00,0.00,0,0,0,1,5,4,1,2,8-,12,2
1402,1,0,1,64.26,44.42,72.08,9.00,1432.5,3.50,0.00,1,0,0,0,4,23,0,1,5,16,1
1403,0,0,2,66.43,65.00,109.44,9.00,8287.5,1.00,0.00,1,0,0,1,5,4,0,2,6,14,1
1404,1,5,0,80.00,50.54,76.85,13.00,11223.33,3.00,2.00,0,0,0,1,5,4,4,4,8,8,1
1405,1,0,1,81.67,70.25,85.15,8.75,2048.96,2.00,0.00,1,0,0,1,4,23,1,2,6,15,1
1406,1,0,1,80.00,70.81,79.15,8.75,955.21,3.00,0.00,1,0,0,1,6,6,0,2,6,14,1
1407,1,0,1,68.57,60.29,85.06,8.75,1494.79,2.00,0.00,1,0,0,1,4,23,1,2,8-,13,7
1408,1,2,32,33.27,37.66,73.93,13.00,8363.33,3.00,2.00,0,0,0,1,5,4,4,4,9,4,7
1409,1,2,126,55.98,59.05,72.39,13.00,47785.83,3.00,2.00,0,0,0,1,5,4,4,4,9,5,7
1410,1,2,50,42.16,40.04,75.47,13.00,11407.5,3.00,2.00,0,0,0,1,5,4,4,4,9,4,7
1411,1,2,32,33.27,45.17,72.31,13.00,10031.67,3.00,2.00,0,0,0,1,5,4,4,4,9,6,7
